Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Total Pump Output (gal_per_min),Differential Pressure (psi),Convertible Torque (kft_lb),Inclination (degrees),Azimuth (degrees),Gamma at Bit (api),Hook Load (klbs),Block Height (feet),Magnetic Toolface (degrees),Gravity Toolface (degrees),Rig Super State (unitless),Rig Sub State (unitless),RSS STEERING % (percent),RSS PRG STEERING % (percent),AutoDriller WOB SP (klbs),AutoDriller Diff Press SP (psi),AutoDriller On Bottom ROP Setpoint (ft_per_hr),YYYY/MM/DD,HH:MM:SS
3006,3006,593.28,66.3,56.48,4427.26,899.01,1396.88,24.946,14.11,216.6,72.77,96,83.5,113.49,180,1,1,6,0,65,1400,990,9/14/2024,11:07:33
3007,3007,616.98,67.3,56,4424.76,900.34,1375.81,25.17,14.11,216.6,72.77,120.6,82.4,113.49,180,1,1,6,0,65,1400,990,9/14/2024,11:07:39
3008,3008,623.03,59.4,55.14,3973.5,899.01,920.05,20.726,14.11,216.6,72.77,112.3,81.3,113.49,180,1,1,6,0,65,1400,990,9/14/2024,11:07:43
3009,3009,647.75,69.4,55.82,4442.25,899.02,1377.49,26.813,14.11,216.6,72.77,91.8,80.5,113.49,180,1,1,6,0,65,1400,990,9/14/2024,11:07:50
3010,3010,661.38,67.3,56.28,4454.76,899.02,1393.13,25.656,14.11,216.6,72.77,92.7,79.5,113.49,180,1,1,6,0,65,1400,990,9/14/2024,11:07:57
3011,3011,639.98,67.3,56.14,4453.51,899.02,1371.19,24.834,14.11,216.6,72.77,91.8,78.5,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:05
3012,3012,552.31,69,55.8,4477.27,899.02,1430.69,25.618,14.11,216.6,72.77,96.9,77.4,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:12
3013,3013,490.28,66.9,55.25,4456,899.02,1398.53,25.581,14.11,216.6,72.77,93.9,76.5,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:19
3014,3014,490.58,67.9,55.82,4452.26,898.35,1408.38,25.656,14.11,216.6,72.77,92.5,75.5,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:27
3015,3015,490.63,65.7,56.14,4504.76,899.02,1400.09,25.805,14.11,216.6,72.77,94.7,74.4,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:35
3016,3016,490.48,67.8,56.46,4506.01,899.02,1424.57,26.515,14.11,216.6,72.77,95.5,73.4,113.49,180,1,1,6,0,67,1400,990,9/14/2024,11:08:41
3017,3017,494.58,66.7,56.02,4502.26,897.69,1422.48,25.469,14.11,216.6,72.77,95.2,72.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:08:49
3018,3018,499.04,64.7,56,4409.76,899.68,1438.03,23.154,14.11,216.6,23.21,109.7,71.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:08:55
3019,3019,526.92,53.7,55.51,4031.01,899.68,954.37,22.033,14.11,216.6,23.21,109.7,70.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:08:59
3020,3020,603.98,72,55.97,4337.26,898.35,1271.42,25.357,14.11,216.6,23.21,94.8,69.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:09:05
3021,3021,676.13,68.4,55.54,4481.01,898.35,1407.31,24.013,14.11,216.6,23.21,93.1,68.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:09:11
3022,3022,680.69,67.5,56.14,4516,898.35,1447.79,25.058,14.11,216.6,23.21,95.1,67.4,113.49,-174.38,1,1,6,0,67,1400,990,9/14/2024,11:09:17
3023,3023,645.25,64.8,56.02,4474.76,898.35,1444.52,24.872,14.11,216.6,23.21,96.6,66.4,113.49,-174.38,1,1,6,0,67,1400,990,9/14/2024,11:09:23
3024,3024,592.9,66.6,55.8,4516,899.02,1445.91,24.872,14.11,216.6,23.21,93.6,65.4,113.49,-174.38,1,1,6,0,67,1400,990,9/14/2024,11:09:29
3025,3025,581.34,67.7,56,4379.76,899.02,1377.75,24.237,14.11,216.6,20.07,102.8,64.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:09:34
3026,3026,613.88,53.9,55.77,3992.26,899.69,1111.72,18.224,14.11,216.6,20.07,123,63.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:09:38
3027,3027,672.77,76.7,55.02,4184.75,899.68,1142.46,24.423,14.11,216.6,20.07,112.8,62.4,113.49,-163.13,1,1,6,0,67,1400,990,9/14/2024,11:09:43
3028,3028,714.68,76.7,56.2,4351.01,899.02,1329.26,26.477,13.9,215.85,20.07,95.7,61.5,113.49,157.5,1,1,6,0,67,1400,990,9/14/2024,11:09:55
3029,3029,631.22,69.7,56.2,4334.77,899.68,1239.57,26.253,13.9,215.85,20.07,94.3,60.4,113.49,157.5,1,1,6,0,67,1400,990,9/14/2024,11:10:05
3030,3030,389.25,68.3,56.11,4098.51,900.34,1075.85,24.013,13.9,215.85,47.68,99.7,59.4,113.49,-129.38,1,1,6,0,67,1400,500,9/14/2024,11:10:13
3031,3031,401.88,69.9,61.16,3994.75,900.34,972.11,24.535,13.9,215.85,47.68,106.8,58.5,113.49,180,1,1,6,0,67,1400,530,9/14/2024,11:10:22
3032,3032,423.76,49.3,61.31,3747.26,902.34,790.04,21.324,13.9,215.85,47.68,136.2,57.5,113.49,180,1,1,6,0,67,1400,620,9/14/2024,11:10:28
3033,3033,467.53,44.4,60.44,3471.01,901.67,445.73,20.913,13.9,215.85,24.47,120.1,56.4,113.49,180,1,1,6,0,67,1400,670,9/14/2024,11:10:33
3034,3034,538.77,43.4,60.27,3566.01,901.67,516.44,19.382,13.9,215.85,24.47,117.1,55.4,113.49,180,1,1,6,0,67,1400,710,9/14/2024,11:10:39
3035,3035,609.69,39.2,60.27,3611.01,901.01,517.4,18.784,13.9,215.85,24.47,117.1,54.4,113.49,180,1,1,6,0,67,1400,740,9/14/2024,11:10:44
3036,3036,666.29,42.7,60.27,3716,901.01,651.47,18.822,13.9,215.85,24.47,118.4,53.4,113.49,135,1,1,6,0,67,1400,740,9/14/2024,11:10:48
3037,3037,702.65,58.1,60.22,4028.5,899.68,955.89,22.967,13.9,215.85,24.47,109.9,52.5,113.49,135,1,1,6,0,67,1400,760,9/14/2024,11:10:53
3038,3038,727.79,65.5,60.39,4213.51,899.68,1126.28,24.797,13.9,215.85,24.47,94.4,51.4,113.49,135,1,1,6,0,67,1400,760,9/14/2024,11:10:58
3039,3039,740.6,67,60.47,4293.5,899.68,1208.97,24.797,13.9,215.85,24.47,89.6,50.4,113.49,135,1,1,6,0,67,1400,760,9/14/2024,11:11:03
3040,3040,742.38,68.8,60.42,4374.75,899.02,1280.4,24.461,13.9,215.85,69.01,89.2,49.4,113.49,180,1,1,6,0,67,1400,760,9/14/2024,11:11:08
3041,3041,739.78,67.8,60.1,4371.01,899.02,1353.93,24.311,13.9,215.85,69.01,89.6,48.4,113.49,180,1,1,6,0,67,1400,760,9/14/2024,11:11:14
3042,3042,720.77,67.4,60.5,4354.77,899.02,1307.7,24.423,13.9,215.85,69.01,92.7,47.4,113.49,-174.38,1,1,6,0,67,1400,760,9/14/2024,11:11:19
3043,3043,696.75,65.6,60.22,4296.01,899.68,1222.81,23.564,13.9,215.85,69.01,93.7,46.4,113.49,-174.38,1,1,6,0,67,1400,780,9/14/2024,11:11:23
3044,3044,697.59,68.1,60.44,4408.5,898.35,1344.91,24.498,13.9,215.85,34.5,88.8,45.5,113.49,-174.38,1,1,6,0,67,1400,800,9/14/2024,11:11:28
3045,3045,715.83,68.2,60.9,4416.02,899.01,1385.13,23.826,13.9,215.85,34.5,108.8,44.5,113.49,-174.38,1,1,6,0,67,1400,800,9/14/2024,11:11:34
3046,3046,724.52,57.6,60.5,4046.01,900.35,1212.89,21.137,13.9,215.85,34.5,115,43.4,113.49,-174.38,1,1,6,0,67,1400,850,9/14/2024,11:11:38
3047,3047,738.1,64.7,61.08,4253.52,899.02,1170.5,24.125,13.9,215.85,34.5,100.1,42.4,113.49,-174.38,1,1,6,0,67,1400,870,9/14/2024,11:11:42
3048,3048,759.17,69.9,60.42,4421,899.01,1357.78,25.394,13.9,215.85,34.5,89.8,41.5,113.49,-174.38,1,1,6,0,67,1400,880,9/14/2024,11:11:47
3049,3049,772.28,68,60.65,4437.26,898.35,1379.62,25.394,13.9,215.85,34.5,88.6,40.4,113.49,-174.38,1,1,6,0,67,1400,880,9/14/2024,11:11:53
3050,3050,772.32,67.7,60.99,4522.26,898.35,1451.83,24.685,13.9,215.85,34.5,94.6,39.4,113.49,-168.75,1,1,6,0,67,1400,880,9/14/2024,11:11:59
3051,3051,738.98,65.4,60.79,4471.01,898.35,1387.88,24.461,13.9,215.85,34.5,95.9,38.4,113.49,-168.75,1,1,6,0,67,1400,880,9/14/2024,11:12:04
3052,3052,689.8,62.6,61.36,4204.75,899.68,1272.51,20.315,13.9,215.85,34.5,119.8,37.4,113.49,-168.75,1,1,6,0,67,1400,880,9/14/2024,11:12:08
3053,3053,668.91,68.5,60.24,4224.75,898.35,1198.59,23.751,13.9,215.85,34.5,107.5,36.4,113.49,-168.75,1,1,6,0,67,1400,880,9/14/2024,11:12:13
3054,3054,711.17,69.2,61.1,4391.01,898.35,1302.29,24.311,13.9,215.85,34.5,110.2,35.5,113.49,-163.13,1,1,6,0,67,1400,880,9/14/2024,11:12:17
3055,3055,768.03,69.9,60.27,4376.01,899.02,1316.7,23.415,13.9,215.85,34.5,92.8,34.4,113.49,-168.75,1,1,6,0,67,1400,900,9/14/2024,11:12:22
3056,3056,783.27,68.7,60.9,4463.52,898.35,1400.96,24.162,13.9,215.85,34.5,88.5,33.4,113.49,-168.75,1,1,6,0,67,1400,900,9/14/2024,11:12:28
3057,3057,778.88,67.8,61.22,4529.75,898.35,1450.47,23.676,13.9,215.85,22.58,89.4,32.4,113.49,-168.75,1,1,6,0,67,1400,900,9/14/2024,11:12:33
3058,3058,736.14,68.4,61.08,4426.01,897.69,1395.39,24.909,13.9,215.85,22.58,89.8,31.5,113.49,-168.75,1,1,6,0,67,1400,900,9/14/2024,11:12:39
3059,3059,671.27,66.3,61.99,4436.02,899.02,1366.89,24.237,13.9,215.85,22.58,103,30.4,113.49,-146.25,1,1,6,0,67,1400,900,9/14/2024,11:12:45
3060,3060,652.05,52.8,60.93,4078.51,899.02,1286.63,17.925,13.9,215.85,22.58,115.6,29.4,113.49,-146.25,1,1,6,0,67,1400,970,9/14/2024,11:12:48
3061,3061,687.38,60.3,60.5,4129.75,899.02,1134.55,21.772,13.9,215.85,22.58,100.1,28.4,113.49,-146.25,1,1,6,0,67,1400,970,9/14/2024,11:12:52
3062,3062,745.19,63.7,60.3,4107.26,899.01,1062.22,20.801,13.9,215.85,22.58,95.3,27.4,113.49,-168.75,1,1,6,0,67,1400,990,9/14/2024,11:12:56
3063,3063,825.56,71,59.99,4249.76,898.35,1204.03,23.116,13.9,215.85,22.58,89.4,26.3,113.49,-168.75,1,1,6,0,67,1400,990,9/14/2024,11:13:01
3064,3064,859.47,69.6,60.67,4459.76,898.35,1348.99,23.303,13.9,215.85,22.58,87.9,25.4,113.49,-168.75,1,1,6,0,67,1400,990,9/14/2024,11:13:07
3065,3065,856.55,67.1,60.3,4277.26,898.35,1287.47,23.303,13.9,215.85,55.2,90.8,24.4,113.49,-168.75,1,1,6,0,67,1400,990,9/14/2024,11:13:11
3066,3066,816.22,70.2,60.93,4338.51,898.35,1271.24,23.042,13.9,215.85,55.2,89.2,23.4,113.49,-168.75,1,1,6,0,67,1400,990,9/14/2024,11:13:16
3067,3067,740.63,71.2,61.54,4439.76,899.01,1405.04,25.992,13.9,215.85,55.2,85.7,22.5,113.49,-157.5,1,1,6,0,67,1400,990,9/14/2024,11:13:26
3068,3068,628.23,70.7,62.14,4448.5,898.35,1393.14,25.656,13.9,215.85,33.88,87.1,21.5,113.49,-157.5,1,1,6,0,67,1400,990,9/14/2024,11:13:36
3069,3069,443.71,70.1,61.99,4398.51,899.02,1307.81,25.955,13.9,215.85,33.88,88.3,20.5,113.49,-168.75,1,1,6,0,68,1400,990,9/14/2024,11:13:48
3070,3070,336.54,68.9,61.48,4444.76,899.01,1413.76,26.179,13.9,215.85,33.88,91.4,19.5,113.49,-168.75,1,1,6,0,68,1400,990,9/14/2024,11:13:59
3071,3071,341.99,68.9,62.11,4507.26,899.01,1395.19,26.179,13.9,215.85,33.88,89,18.5,113.49,180,1,1,6,0,68,1400,990,9/14/2024,11:14:09
3072,3072,352.03,70.9,61.45,4406.01,899.01,1308.57,24.647,13.9,215.85,15.06,85.1,17.5,113.49,-174.38,1,1,6,0,69,1400,990,9/14/2024,11:14:21
3073,3073,336.97,70.2,61.48,4396.01,899.02,1318.66,24.722,13.9,215.85,15.06,85.8,16.5,113.49,-174.38,1,1,6,0,69,1400,450,9/14/2024,11:14:35
3074,3074,266.43,69.6,61.59,4394.75,899.02,1363.69,25.88,13.9,215.85,65.24,87.2,15.5,113.49,174.38,1,1,6,0,69,1400,450,9/14/2024,11:14:49
3075,3075,281.78,70,61.22,4421,901,1332.75,25.282,13.9,215.85,65.24,88.7,14.5,113.49,174.38,1,1,6,0,69,1400,590,9/14/2024,11:15:00
3076,3076,319.01,70,61.94,4379.76,900.34,1319.04,22.78,13.9,215.85,65.24,127.9,13.5,113.49,-174.38,1,1,6,0,69,1400,620,9/14/2024,11:15:08
3077,3077,380.74,30.6,60.5,3694.76,901.67,644.84,15.237,13.9,215.85,65.24,139.5,12.5,113.49,-174.38,1,1,6,0,69,1400,790,9/14/2024,11:15:13
3078,3078,473,46.8,60.24,3919.75,900.34,758.07,19.419,13.9,215.85,65.24,139.9,11.4,113.49,-174.38,1,1,6,0,60,1400,830,9/14/2024,11:15:17
3079,3079,590.6,63.2,60.33,4406.01,899.01,1346.26,24.274,13.9,215.85,65.24,102.6,10.4,113.49,-174.38,1,1,6,0,68,1400,830,9/14/2024,11:15:22
3080,3080,695.79,69.7,60.65,4501.01,898.35,1424.15,24.311,13.9,215.85,65.24,87.5,9.4,113.49,-163.13,1,1,6,0,68,1400,830,9/14/2024,11:15:27
3081,3081,726.49,67.4,60.59,4518.51,899.01,1456.44,24.685,13.9,215.85,65.24,98.8,8.5,113.49,-163.13,1,1,6,0,68,1400,830,9/14/2024,11:15:33
3082,3082,725.91,63.6,61.94,4243.51,899.68,1284.15,18.859,13.9,215.85,65.24,112.4,7.4,113.49,-163.13,1,1,6,0,68,1400,900,9/14/2024,11:15:37
3083,3083,718.9,69.9,60.59,4226,899.68,1178.63,21.996,13.9,215.85,65.24,95.8,6.4,113.49,-163.13,1,1,6,0,68,1400,920,9/14/2024,11:15:41
3084,3084,731.81,71.5,60.5,4386.01,898.35,1314.23,24.199,13.9,215.85,65.24,87.1,5.4,113.49,-163.13,1,1,6,0,68,1400,930,9/14/2024,11:15:48
3085,3085,733.66,69.4,60.67,4409.76,899.01,1331.26,24.199,13.9,215.85,65.24,86,4.4,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:15:54
3086,3086,76.31,32.6,60.3,3716,903,686.06,17.739,13.9,215.85,65.24,145.5,97.8,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:18:38
3087,3087,175.7,52,60.27,4051.01,899.68,993.5,20.091,13.9,215.85,65.24,119.2,96.9,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:18:43
3092,3092,371.14,67.3,60.24,4447.26,900.34,1352.07,24.349,13.9,215.85,65.24,99.9,96,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:18:50
3093,3093,557.56,68.9,60.65,4437.26,898.35,1405.7,23.901,13.9,215.85,65.24,92.3,94.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:18:55
3094,3094,645.06,68.9,61.16,4477.27,898.35,1394.92,23.378,13.9,215.85,65.24,95.8,93.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:01
3095,3095,654.01,63.7,60.62,4304.76,899.02,1292.83,21.772,13.9,215.85,65.24,116.9,92.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:06
3096,3096,669.11,67.7,60.27,4313.5,899.01,1212.24,22.444,13.9,215.85,65.24,98.2,91.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:09
3097,3097,710.73,70.8,59.99,4476,899.02,1373.5,23.564,13.9,215.85,65.24,90.7,90.8,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:15
3098,3098,739.39,69.6,61.28,4403.51,899.01,1385.67,24.087,13.9,215.85,65.24,124.2,89.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:21
3099,3099,740.7,43.2,60.16,3832.25,900.35,936.66,16.656,13.9,215.85,65.24,125.1,88.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:24
3100,3100,745.22,57.7,60.13,3978.51,899.02,943.95,18,13.9,215.85,65.24,107.1,87.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:28
3101,3101,768.06,57,60.27,4007.25,900.34,972.92,19.382,13.9,215.85,65.24,100.6,86.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:32
3102,3102,821.83,56.9,60.39,4057.26,899.68,1028.7,19.681,13.9,215.85,65.24,103.4,85.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:36
3103,3103,877.87,71.7,60.73,4324.76,900.34,1272.44,23.378,13.9,215.85,65.24,93.6,84.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:41
3104,3104,885.57,67.9,60.53,4362.26,899.68,1279.4,22.481,13.9,215.85,65.24,103.7,83.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:46
3105,3105,883.55,68.2,60.47,4201.01,899.01,1166.25,22.369,13.9,215.85,65.24,98.4,82.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:49
3106,3106,862.14,71.5,60.53,4359.76,898.35,1380.46,23.564,13.9,215.85,65.24,90.2,81.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:19:55
3107,3107,806.8,71.2,60.88,4442.25,899.01,1395.34,24.162,13.9,215.85,65.24,91.7,80.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:20:01
3108,3108,774.02,69.6,61.02,4538.51,898.35,1431.67,24.013,13.9,215.85,65.24,92.4,79.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:20:06
3109,3109,714.79,64.3,61.13,4358.51,899.01,1284.58,20.315,13.9,215.85,65.24,119.9,78.7,113.49,-168.75,1,1,6,0,68,1400,930,9/14/2024,11:20:10
3110,3110,691.04,40,60.67,3734.76,900.35,763.37,16.32,13.9,215.85,65.24,122.6,77.7,113.49,-168.75,1,1,6,0,68,1400,970,9/14/2024,11:20:14
3111,3111,717.46,40.8,60.27,3781.01,900.35,724.89,17.029,13.9,215.85,65.24,120.5,76.6,113.49,-168.75,1,1,6,0,65,1400,970,9/14/2024,11:20:18
3112,3112,785.21,44.8,60.22,3844.75,899.68,774.01,18.075,13.9,215.85,65.24,119.1,75.7,113.49,-168.75,1,1,6,0,65,1400,1010,9/14/2024,11:20:21
3113,3113,865.32,64.7,60.16,4163.5,899.68,1058.32,22.257,13.9,215.85,65.24,103.7,74.7,113.49,-168.75,1,1,6,0,65,1400,1010,9/14/2024,11:20:25
3114,3114,919.1,67.7,60.65,4356.01,899.68,1300.88,24.386,13.9,215.85,65.24,92.5,73.6,113.49,-168.75,1,1,6,0,68,1400,1010,9/14/2024,11:20:30
3115,3115,928.36,70.2,60.33,4431.01,899.68,1383.44,24.386,13.9,215.85,65.24,91.1,72.7,113.49,-168.75,1,1,6,0,68,1400,1010,9/14/2024,11:20:35
3116,3116,911.52,70.4,60.5,4438.51,898.35,1360.38,24.461,13.9,215.85,65.24,92.8,71.7,113.49,-168.75,1,1,6,0,68,1400,1010,9/14/2024,11:20:41
3117,3117,830.1,68.6,60.22,4418.51,898.35,1323.3,23.639,13.9,215.85,65.24,91.6,70.7,113.49,-168.75,1,1,6,0,68,1400,1010,9/14/2024,11:20:46
3118,3118,750.4,64.3,61.22,4261.01,899.68,1298.5,20.913,13.9,215.85,65.24,120.9,69.7,113.49,-168.75,1,1,6,0,68,1400,1010,9/14/2024,11:20:50
3119,3119,725.04,61.8,60.16,4122.26,899.68,1073.33,22.481,13.9,215.85,65.24,113.8,68.7,113.49,-168.75,1,1,6,0,68,1400,1060,9/14/2024,11:20:53
3120,3120,774.96,73,61.28,4541.01,897.69,1453.9,24.311,13.9,215.85,65.24,96.6,67.7,113.49,-168.75,1,1,6,0,68,1400,1060,9/14/2024,11:21:00
3121,3121,793.96,69,60.73,4478.51,898.35,1423.36,24.237,13.9,215.85,65.24,94.1,66.7,113.49,-168.75,1,1,6,0,68,1400,1060,9/14/2024,11:21:05
3122,3122,788.39,69.6,60.36,4501.01,899.68,1398.54,24.498,13.9,215.85,65.24,94.8,65.7,113.49,-157.5,1,1,6,0,68,1400,1060,9/14/2024,11:21:11
3123,3123,715.1,70.4,61.08,4538.51,898.35,1432.24,24.573,13.9,215.85,65.24,96.3,64.7,113.49,-157.5,1,1,6,0,68,1400,1060,9/14/2024,11:21:17
3124,3124,643.15,68.7,60.9,4491.01,898.35,1414.77,24.946,13.9,215.85,65.24,95.4,63.7,113.49,-157.5,1,1,6,0,68,1400,1060,9/14/2024,11:21:22
3125,3125,623.83,68.4,60.59,4388.5,898.35,1350.52,24.423,13.9,215.85,65.24,94.6,62.7,113.49,-157.5,1,1,6,0,68,1400,990,9/14/2024,11:21:27
3126,3126,645.13,70.8,61.02,4458.51,898.35,1438.15,25.506,13.9,215.85,22.58,93.5,61.7,113.49,-151.88,1,1,6,0,68,1400,950,9/14/2024,11:21:33
3127,3127,660.19,69.7,60.7,4432.26,899.01,1394.22,24.946,13.9,215.85,22.58,92.5,60.7,113.49,-151.88,1,1,6,0,68,1400,900,9/14/2024,11:21:39
3128,3128,660,70.4,60.82,4511.02,899.01,1436.41,24.946,13.9,215.85,22.58,100.6,59.7,113.49,-151.88,1,1,6,0,68,1400,900,9/14/2024,11:21:46
3129,3129,628.13,65.9,61.39,4509.75,899.01,1420.6,23.789,13.61,216.34,28.23,112.3,58.7,113.49,-168.75,1,1,6,0,68,1400,900,9/14/2024,11:21:51
3130,3130,603.06,70.4,61.22,4402.27,899.02,1417.58,25.992,13.61,216.34,28.23,100.5,57.7,113.49,-168.75,1,1,6,0,68,1400,940,9/14/2024,11:21:56
3131,3131,628.82,68,60.76,4303.51,899.68,1365.39,19.233,13.61,216.34,28.23,114.3,56.8,113.49,-168.75,1,1,6,0,68,1400,960,9/14/2024,11:22:01
3132,3132,671.35,58.5,60.16,4074.76,899.02,1051.95,21.436,13.61,216.34,28.23,104.9,55.7,113.49,-168.75,1,1,6,0,68,1400,1000,9/14/2024,11:22:04
3133,3133,730.05,64.5,60.3,4216.01,899.02,1166.45,21.398,13.61,216.34,28.23,101.1,54.7,113.49,-168.75,1,1,6,0,68,1400,1040,9/14/2024,11:22:08
3134,3134,797.07,70,60.44,4326,899.02,1258.44,22.295,13.61,216.34,28.23,93.5,53.7,113.49,-168.75,1,1,6,0,68,1400,1040,9/14/2024,11:22:12
3135,3135,856.03,70.4,60.3,4213.51,899.02,1192.91,23.415,13.61,216.34,28.23,96.3,52.7,113.49,-168.75,1,1,6,0,68,1400,1040,9/14/2024,11:22:16
3136,3136,882.32,71.1,60.59,4558.52,899.02,1499.62,25.208,13.61,216.34,58.34,116.5,51.8,113.49,-140.63,1,1,6,0,68,1400,1040,9/14/2024,11:22:26
3137,3137,806.6,66.7,61.19,4532.26,898.35,1499.79,26.328,13.61,216.34,58.34,113.6,50.7,113.49,-140.63,1,1,6,0,68,1400,1040,9/14/2024,11:22:34
3138,3138,560.45,61.1,60.67,4403.51,898.35,1354.57,23.826,13.61,216.34,58.34,106.4,49.7,113.49,-163.13,1,1,6,0,68,1400,1040,9/14/2024,11:22:40
3139,3139,473.1,64.7,60.62,4504.76,899.02,1439.94,25.88,13.61,216.34,58.34,101.6,48.7,113.49,-163.13,1,1,6,0,68,1400,1040,9/14/2024,11:22:48
3140,3140,498.88,61.5,61.28,4497.27,899.01,1466.48,25.842,13.61,216.34,20.07,110.7,47.7,113.49,-163.13,1,1,6,0,68,1400,1040,9/14/2024,11:22:56
3141,3141,486.78,59.8,61.02,4448.5,898.35,1355.06,24.349,13.61,216.34,20.07,103.7,46.7,113.49,-168.75,1,1,6,0,68,1400,1040,9/14/2024,11:23:02
3142,3142,487.57,60.3,61.1,4494.76,899.01,1390.36,23.49,13.61,216.34,20.07,110.8,45.7,113.49,-168.75,1,1,6,0,68,1400,1040,9/14/2024,11:23:07
3143,3143,567.52,77.3,61.19,4473.51,900.34,1304.94,23.975,13.61,216.34,20.07,109.9,44.7,113.49,174.38,1,1,6,0,68,1400,1040,9/14/2024,11:23:14
3144,3144,583.37,73.7,61.59,4562.26,899.01,1447.35,27.374,13.61,216.34,19.45,90.3,43.8,113.49,174.38,1,1,6,0,68,1400,890,9/14/2024,11:23:28
3145,3145,403.18,69.6,61.33,4532.26,899.02,1423.17,24.386,13.61,216.34,19.45,90.5,42.8,113.49,-174.38,1,1,6,0,68,1400,890,9/14/2024,11:23:42
3146,3146,275.31,69.5,60.82,4487.26,899.68,1398.36,24.461,13.61,216.34,72.77,90.6,41.8,113.49,-174.38,1,1,6,0,69,1400,890,9/14/2024,11:23:53
3147,3147,318.83,70.2,62.57,4513.51,899.01,1442.24,25.506,13.61,216.34,72.77,91.6,40.8,113.49,174.38,1,1,6,0,69,1400,890,9/14/2024,11:24:04
3148,3148,347.96,69.9,62.2,4439.76,899.01,1425.67,25.096,13.61,216.34,72.77,90.6,39.7,113.49,174.38,1,1,6,0,69,1400,890,9/14/2024,11:24:14
3149,3149,366.14,72.6,61.68,4449.77,899.68,1333.63,23.975,13.61,216.34,72.77,89,38.7,113.49,168.75,1,1,6,0,69,1400,890,9/14/2024,11:24:26
3150,3150,353.35,66.2,61.88,4287.27,900.34,1276.13,22.033,13.61,216.34,40.15,127,37.7,113.49,168.75,1,1,6,0,69,1400,890,9/14/2024,11:24:32
3151,3151,389.46,56.3,60.53,4319.75,899.02,1270.47,22.519,13.61,216.34,40.15,104.4,36.7,113.49,168.75,1,1,6,0,69,1400,890,9/14/2024,11:24:37
3152,3152,501.87,66.1,60.73,4411.01,898.35,1358.27,24.872,13.61,216.34,40.15,94.5,35.7,113.49,174.38,1,1,6,0,69,1400,890,9/14/2024,11:24:42
3153,3153,608.97,67.7,60.82,4494.76,898.35,1430.38,23.564,13.61,216.34,40.15,92.9,34.7,113.49,174.38,1,1,6,0,69,1400,890,9/14/2024,11:24:48
3154,3154,659.34,63.2,60.59,4418.51,899.68,1417.11,22.818,13.61,216.34,40.15,100.3,33.8,113.49,174.38,1,1,6,0,69,1400,890,9/14/2024,11:24:53
3155,3155,680.25,59,60.96,4179.76,899.02,1232.04,20.353,13.61,216.34,40.15,112.5,32.7,113.49,174.38,1,1,6,0,69,1400,980,9/14/2024,11:24:57
3156,3156,704.42,63.9,60.13,4126.01,899.68,1045.32,24.162,13.61,216.34,40.15,103.4,31.7,113.49,174.38,1,1,6,0,69,1400,1000,9/14/2024,11:25:00
3157,3157,770.53,71.7,60.36,4398.51,899.02,1358.3,24.237,13.61,216.34,40.15,86.6,30.7,113.49,174.38,1,1,6,0,69,1400,1000,9/14/2024,11:25:05
